id,num_layers,layer1,layer2,layer3,layer4,layer5,lr,batch_size,score
34,3,386,254,127,67,46,0.0009096405102593459,64,0.9618969366919337
33,4,456,251,136,51,30,0.0009200853011440759,64,0.9652635174032391
46,2,302,300,137,96,44,0.0009320251274480257,64,0.9443281409072338
50,2,371,211,196,78,27,0.000965201053451267,64,0.9203458240859482
47,4,402,208,108,70,44,0.000996979650449647,64,0.9662131442655781
40,2,446,270,128,86,27,0.000995224622835758,64,0.9116471368878423
53,3,356,202,131,75,27,0.0009268063817554747,64,0.9551696529138168
52,3,385,212,169,89,43,0.0009807567697733362,64,0.9463678439848031
39,5,337,216,143,57,44,0.0009587407922609922,64,0.9654958815723831
54,2,305,281,101,68,49,0.0009792184757882291,64,0.9421987539454069
37,4,394,243,143,57,34,0.0009235189511384217,64,0.9588058134781914
49,4,366,223,169,63,34,0.0009199215898263314,64,0.9659617733102908
41,4,444,268,114,79,33,0.0009107730685077716,64,0.9656126754451706
44,3,340,295,113,77,37,0.000980648736633557,64,0.9627817993632828
42,4,303,278,185,50,27,0.0009413534433507192,64,0.9566756271512258
38,3,448,270,198,56,35,0.000903913779859691,64,0.9448710541582065
51,3,399,239,105,70,30,0.0009316735146885602,64,0.9583965082301622
64,3,361,240,163,93,40,0.0009956539729424284,64,0.9599625814694096
43,3,361,300,175,76,30,0.0009115558180592273,64,0.9646070372499438
57,3,352,218,169,96,26,0.0009779743450254712,64,0.9533690313667386
60,5,437,258,101,75,35,0.0009171517605021366,64,0.9649421458632981
35,4,475,268,162,99,42,0.0009234640434871038,64,0.8773064795322734
61,2,465,253,173,51,26,0.0009691703419051643,64,0.9255502134487833
45,4,482,261,140,56,31,0.0009652050199489417,64,0.9571992874323666
55,5,339,212,164,99,50,0.0009328093551673792,64,0.963086361643874
58,3,376,255,168,60,26,0.0009714824451968812,64,0.962253322464849
56,3,498,219,118,70,34,0.000910687773458156,64,0.9615801605295806
63,3,424,200,122,83,35,0.0009500899619557226,64,0.958500994741752
59,4,499,208,187,78,50,0.000943017141185157,64,0.9622890044433818
62,3,335,233,135,75,43,0.0009401082151920901,64,0.9631562192853973
48,4,355,300,179,99,42,0.0009867613842250331,64,0.9622773920312632
66,2,318,297,165,91,36,0.0009159467730757831,64,0.9416349669096464
68,2,331,277,165,86,37,0.0009176275895206475,64,0.9447220478220033
65,4,443,278,193,91,33,0.0009972353768694514,64,0.9645862213180503
72,2,413,230,148,77,37,0.0009164754218683273,64,0.8987058268086124
67,4,376,288,138,85,36,0.0009165178713957091,64,0.9656545608817334
71,4,460,212,134,97,27,0.000995943883787707,64,0.9658093849345655
70,4,398,265,121,84,48,0.0009994311057334457,64,0.9655356815315405
73,5,332,279,162,63,28,0.0009431260500853353,64,0.9645051762399236
89,2,389,233,190,76,46,0.000954424675780288,64,0.9264186971994501
76,4,352,222,136,59,42,0.0009200447248467994,64,0.9618303964892942
74,2,469,237,135,65,37,0.0009749576811189757,64,0.9277334822635122
77,4,474,257,121,84,36,0.0009490809279829014,64,0.9611751959058921
83,5,352,271,100,67,45,0.0009598164198713661,64,0.9656331895463947
80,2,428,247,173,69,38,0.0009503032488206497,64,0.9157055631765502
75,3,435,256,174,51,25,0.000962752658853748,64,0.95419842910082
79,2,445,295,101,84,34,0.0009964945328786328,64,0.9385295663088444
81,4,300,215,156,95,39,0.0009350212755089992,64,0.9640547580454965
86,5,448,254,151,71,44,0.0009584428027082132,64,0.9674055844247199
92,2,402,281,188,67,44,0.0009304403284258316,64,0.9036266769239861
93,3,385,234,108,54,47,0.0009830677590596227,64,0.9531561514226402
78,3,446,249,126,68,50,0.0009108139208734168,64,0.9577861212370073
87,5,490,231,181,91,34,0.0009629675358688655,64,0.9612499424122662
101,2,327,229,150,70,40,0.0009928606317192125,64,0.9501112496823375
90,5,366,262,121,79,41,0.0009045388059845719,64,0.9652080398316911
98,3,318,280,193,60,43,0.0009443576556305834,64,0.948979642606363
91,5,317,245,108,92,39,0.0009019741387398084,64,0.9631465829872193
97,2,459,251,140,77,49,0.0009248426495383769,64,0.925720558028754
84,5,453,266,152,97,47,0.0009987591691222682,64,0.9553839419020915
102,2,314,276,102,98,31,0.0009683299377819251,64,0.9399081196905822
88,3,462,299,150,100,33,0.000984626806660109,64,0.9685254805646667
99,4,417,267,120,58,49,0.0009138097993238793,64,0.9643161753009598
96,4,456,242,191,64,33,0.0009963788417055833,64,0.9627446515331936
85,3,415,279,185,83,31,0.0009359422031985154,64,0.9627708576938623
94,5,430,271,194,53,30,0.0009296876256563269,64,0.9607923724941163
95,4,456,294,129,75,42,0.0009399715640935025,64,0.9657347132537613
82,4,500,293,187,86,40,0.0009113095370290191,64,0.9681731917542624
100,4,379,296,151,65,28,0.0009718158142314771,64,0.9635166162245059
103,5,387,284,135,57,44,0.0009692636938189627,64,0.967281344590044
104,3,402,229,163,78,37,0.0009750612491135281,64,0.9625957401517481
108,2,303,249,118,92,42,0.0009057119686638892,64,0.9198130213209863
105,3,372,259,170,87,37,0.000921190701761616,64,0.9551939368416966
110,2,434,216,105,67,49,0.0009117436717692837,64,0.91659386904949
106,4,427,275,114,63,27,0.0009046217948313146,64,0.9592271536921939
109,4,333,210,159,91,34,0.0009906084351349186,64,0.9615283107463029
120,2,377,204,149,53,48,0.0009261007117578436,64,0.9323311829295091
115,2,482,234,195,89,48,0.0009972361458481912,64,0.9269639108376182
107,5,381,249,174,68,31,0.0009399928593338042,64,0.9690599114026608
117,2,463,211,165,80,41,0.0009370253191137925,64,0.9306955949023283
118,2,332,268,104,78,46,0.0009128203123028678,64,0.9330734887990066
111,3,307,263,181,58,48,0.0009279270803084756,64,0.963337552146454
113,3,315,275,200,87,30,0.0009349614742610409,64,0.954523560197405
122,3,384,243,165,100,37,0.0009956296160040221,64,0.9553405233063492
116,4,345,212,119,53,31,0.0009854568775207564,64,0.9615185198820378
119,5,306,294,167,67,27,0.0009250008477273534,64,0.9640795682145971
112,5,399,242,180,67,33,0.0009641603333023252,64,0.9696595809292639
114,4,440,252,168,62,47,0.0009880105231228507,64,0.9599300292166262
127,2,338,240,193,70,50,0.0009327564452388212,64,0.9307141856385737
123,2,333,283,157,83,42,0.0009719381495147986,64,0.9520111377875727
126,5,376,240,145,67,35,0.0009748736528668655,64,0.9671294151815482
129,2,334,206,167,81,43,0.0009853099375907314,64,0.952573669579404
134,3,366,208,180,86,41,0.000964103219716621,64,0.9608995852484092
121,4,397,214,186,69,28,0.0009424830361018973,64,0.9628152319181975
125,5,388,216,173,54,26,0.0009300496137253558,64,0.9645442391866814
128,5,371,261,158,73,48,0.000996975214317834,64,0.960066724465062
124,4,490,220,125,73,37,0.0009521077672572586,64,0.9645129533581492
132,3,364,287,128,86,29,0.0009906806261187505,64,0.9645017899651293
135,3,464,222,165,77,25,0.0009590359146655386,64,0.9598570080388122
136,4,356,225,176,81,32,0.0009425444077344192,64,0.9582146230240982
139,2,390,258,100,62,34,0.0009695995529676486,64,0.9307800652775714
131,5,378,259,176,71,42,0.0009507542097328585,64,0.9639006931083083
140,2,377,265,195,70,49,0.0009543028739430366,64,0.9480545244879189
133,5,486,279,106,56,42,0.000968131688435174,64,0.9647618341793426
138,5,319,251,178,82,50,0.0009578281101469678,64,0.9614701730365163
130,3,479,273,195,71,36,0.000999060428099568,64,0.9543705336784949
142,4,333,264,156,87,29,0.0009549994466994026,64,0.9624126761121953
141,5,438,266,152,88,45,0.0009581059473065729,64,0.9623722122432956
137,3,423,292,109,66,38,0.0009201363630654513,64,0.9733504741243183
151,2,364,219,161,99,28,0.0009399129902196379,64,0.9372157788193384
143,4,462,201,154,97,46,0.0009565908514233305,64,0.9636282945218316
145,2,301,249,134,79,33,0.0009795907503228932,64,0.9405724609508325
152,2,322,254,178,53,42,0.000921827717523639,64,0.9441461371685101
147,3,406,218,102,61,33,0.0009367765947117538,64,0.9588687258116537
150,5,323,208,116,63,29,0.00092292283753318,64,0.9593026036496135
149,5,385,299,162,63,47,0.0009829620990837937,64,0.958859979385617
144,5,402,236,184,98,46,0.0009018330714842289,64,0.9617777985602198
156,5,400,214,177,80,28,0.0009149133521216843,64,0.9599509531519905
153,4,312,283,113,97,42,0.0009679067845788816,64,0.9655730318481879
157,3,433,232,153,97,42,0.0009288592561102889,64,0.9652164397959015
148,4,405,233,165,68,48,0.0009420753819430772,64,0.9581737384802723
160,3,430,235,134,95,32,0.0009411643051716215,64,0.9643902595871733
146,5,496,243,149,79,50,0.0009116509456066222,64,0.9545436588503341
154,4,475,235,122,80,50,0.0009793282834471488,64,0.9618334027217634
162,3,405,234,135,80,47,0.0009305797049902806,64,0.9646687871835486
158,3,494,279,143,81,28,0.0009008561907394052,64,0.9577099184798394
155,3,473,282,111,74,28,0.0009668701622242428,64,0.9640003430638571
159,4,314,269,180,78,34,0.0009759855217517857,64,0.9629630077719447
161,4,349,252,171,90,44,0.0009903495773375568,64,0.9604179715516694
164,5,436,219,107,82,35,0.0009528481496051754,64,0.961694245917647
168,5,383,200,199,51,34,0.0009822208066399205,64,0.959605917475403
166,4,357,211,181,84,47,0.000905003101053143,64,0.956920293604137
167,2,357,272,125,82,43,0.0009659904553624135,64,0.9350124495247965
165,3,380,279,163,80,35,0.0009118407086491006,64,0.9532631939565328
163,3,427,247,176,80,32,0.0009338394971014252,64,0.9663879839146827
172,2,323,292,113,69,35,0.0009248952211956215,64,0.9398655461437964
169,2,490,228,135,93,45,0.0009984991944292356,64,0.9355893001586654
173,4,307,210,117,75,36,0.000993370573014059,64,0.9619450808664926
171,3,329,232,198,59,46,0.0009574008204348556,64,0.9598953042377154
170,4,453,292,166,74,25,0.0009121656360699493,64,0.9640514163341287
174,2,473,242,135,50,41,0.0009888192104710845,64,0.9394394996120501
177,2,453,265,114,61,32,0.0009215023218819736,64,0.9232433748475869
176,5,437,250,138,64,45,0.0009302671444036983,64,0.9627586327397097
183,2,464,216,148,97,42,0.000994229177298257,64,0.9036355052233553
175,4,464,292,116,88,33,0.0009405162983321197,64,0.9617436264160171
178,4,439,202,132,84,33,0.0009944833640233772,64,0.9607376864337958
180,2,458,239,157,93,29,0.0009155772775965533,64,0.924793242216251
186,2,310,214,175,58,41,0.0009508078364753744,64,0.9346571888108037
179,5,332,251,190,56,48,0.00093734776531836,64,0.9616555737786712
182,5,403,215,176,59,33,0.0009295292427144046,64,0.9629730262477839
181,3,423,298,142,73,34,0.0009159767792788182,64,0.9700521915412381
188,3,327,271,145,60,28,0.0009776854433421632,64,0.9648286135056736
197,3,338,201,148,76,28,0.0009799009144501566,64,0.9548107855165523
193,2,422,226,149,90,30,0.000939724458542907,64,0.9339309922873371
187,4,500,272,183,72,50,0.0009473913943914387,64,0.9609432851995392
184,5,307,299,155,88,46,0.0009422279225856533,64,0.9601120243687911
199,3,339,267,113,66,25,0.0009464431281362083,64,0.9608942152702359
185,5,403,277,159,53,28,0.000947076386793807,64,0.9689287305518082
191,3,462,278,166,59,26,0.0009341497180409992,64,0.9581199277385666
190,5,406,248,145,68,49,0.0009816135550597578,64,0.9634314247527582
189,5,486,244,132,92,45,0.0009995789594191035,64,0.9628720243852709
196,5,412,251,169,57,43,0.0009488277702978037,64,0.9652425227903624
195,5,394,263,183,99,46,0.0009723249807482727,64,0.9575654426530508
192,3,439,282,180,81,35,0.0009757475120651921,64,0.9644983704640483
198,3,417,298,148,92,41,0.000979787097733425,64,0.9656266270247783
200,5,301,269,131,77,30,0.0009662268505834436,64,0.9690514571593769
