id,num_layers,layer1,layer2,layer3,layer4,layer5,lr,batch_size,score
95,4,456,294,129,75,42,0.0009399715640935025,64,0.8154987705465586
101,2,327,229,150,70,40,0.0009928606317192125,64,0.9308079358921347
94,5,430,271,194,53,30,0.0009296876256563269,64,0.7783074149023017
102,2,314,276,102,98,31,0.0009683299377819251,64,0.9287693128839984
98,3,318,280,193,60,43,0.0009443576556305834,64,0.8850778938227187
99,4,417,267,120,58,49,0.0009138097993238793,64,0.827472203083883
110,2,434,216,105,67,49,0.0009117436717692837,64,0.9346555903628455
100,4,379,296,151,65,28,0.0009718158142314771,64,0.839503929790842
104,3,402,229,163,78,37,0.0009750612491135281,64,0.8705538820704057
105,3,372,259,170,87,37,0.000921190701761616,64,0.8755971664154212
109,4,333,210,159,91,34,0.0009906084351349186,64,0.8284358387316826
111,3,307,263,181,58,48,0.0009279270803084756,64,0.8302737075046499
103,5,387,284,135,57,44,0.0009692636938189627,64,0.8184890607878741
115,2,482,234,195,89,48,0.0009972361458481912,64,0.9412309867161883
106,4,427,275,114,63,27,0.0009046217948313146,64,0.8380217265485141
118,2,332,268,104,78,46,0.0009128203123028678,64,0.9254429759055998
117,2,463,211,165,80,41,0.0009370253191137925,64,0.94251800990028
107,5,381,249,174,68,31,0.0009399928593338042,64,0.7829506728796849
116,4,345,212,119,53,31,0.0009854568775207564,64,0.8345259861651049
120,2,377,204,149,53,48,0.0009261007117578436,64,0.9420526596502732
113,3,315,275,200,87,30,0.0009349614742610409,64,0.8330181771662537
112,5,399,242,180,67,33,0.0009641603333023252,64,0.8094330345055639
114,4,440,252,168,62,47,0.0009880105231228507,64,0.8404768602661215
123,2,333,283,157,83,42,0.0009719381495147986,64,0.9263635997132904
125,5,388,216,173,54,26,0.0009300496137253558,64,0.7938318246406562
122,3,384,243,165,100,37,0.0009956296160040221,64,0.889421796045976
129,2,334,206,167,81,43,0.0009853099375907314,64,0.9318524717089999
127,2,338,240,193,70,50,0.0009327564452388212,64,0.9366667309173312
119,5,306,294,167,67,27,0.0009250008477273534,64,0.7991467270624701
121,4,397,214,186,69,28,0.0009424830361018973,64,0.8483990413396836
126,5,376,240,145,67,35,0.0009748736528668655,64,0.8117588676145719
124,4,490,220,125,73,37,0.0009521077672572586,64,0.8323407453083226
128,5,371,261,158,73,48,0.000996975214317834,64,0.7924080673060669
134,3,366,208,180,86,41,0.000964103219716621,64,0.8879612817918614
131,5,378,259,176,71,42,0.0009507542097328585,64,0.7705320321221947
132,3,364,287,128,86,29,0.0009906806261187505,64,0.8752441005018737
135,3,464,222,165,77,25,0.0009590359146655386,64,0.8884118223645417
139,2,390,258,100,62,34,0.0009695995529676486,64,0.9305121337849902
136,4,356,225,176,81,32,0.0009425444077344192,64,0.7933499829947658
145,2,301,249,134,79,33,0.0009795907503228932,64,0.9253270727477633
140,2,377,265,195,70,49,0.0009543028739430366,64,0.933405454917836
130,3,479,273,195,71,36,0.000999060428099568,64,0.9200044190896042
133,5,486,279,106,56,42,0.000968131688435174,64,0.8429017818962238
138,5,319,251,178,82,50,0.0009578281101469678,64,0.7730618386756717
137,3,423,292,109,66,38,0.0009201363630654513,64,0.8951806832742248
142,4,333,264,156,87,29,0.0009549994466994026,64,0.8076627022179731
147,3,406,218,102,61,33,0.0009367765947117538,64,0.8900836702428273
151,2,364,219,161,99,28,0.0009399129902196379,64,0.9334434740426432
152,2,322,254,178,53,42,0.000921827717523639,64,0.9322599157987597
150,5,323,208,116,63,29,0.00092292283753318,64,0.7977684970505869
143,4,462,201,154,97,46,0.0009565908514233305,64,0.8346727447713312
148,4,405,233,165,68,48,0.0009420753819430772,64,0.8190858277437713
144,5,402,236,184,98,46,0.0009018330714842289,64,0.8055462622427546
141,5,438,266,152,88,45,0.0009581059473065729,64,0.7898873790967786
153,4,312,283,113,97,42,0.0009679067845788816,64,0.7908695935741099
149,5,385,299,162,63,47,0.0009829620990837937,64,0.811708765451714
157,3,433,232,153,97,42,0.0009288592561102889,64,0.8974208224071543
154,4,475,235,122,80,50,0.0009793282834471488,64,0.8579374425002271
156,5,400,214,177,80,28,0.0009149133521216843,64,0.7873688541255182
160,3,430,235,134,95,32,0.0009411643051716215,64,0.9003732880530991
146,5,496,243,149,79,50,0.0009116509456066222,64,0.8258845990337726
155,3,473,282,111,74,28,0.0009668701622242428,64,0.9196806836233058
159,4,314,269,180,78,34,0.0009759855217517857,64,0.8077282007335127
162,3,405,234,135,80,47,0.0009305797049902806,64,0.8813361857907668
167,2,357,272,125,82,43,0.0009659904553624135,64,0.929386812691448
161,4,349,252,171,90,44,0.0009903495773375568,64,0.7893153084587357
163,3,427,247,176,80,32,0.0009338394971014252,64,0.8773300150367843
169,2,490,228,135,93,45,0.0009984991944292356,64,0.9443371451208912
158,3,494,279,143,81,28,0.0009008561907394052,64,0.8921132194060795
164,5,436,219,107,82,35,0.0009528481496051754,64,0.8051845654440971
165,3,380,279,163,80,35,0.0009118407086491006,64,0.8868761139224048
168,5,383,200,199,51,34,0.0009822208066399205,64,0.8213793024104024
173,4,307,210,117,75,36,0.000993370573014059,64,0.8051572934443942
166,4,357,211,181,84,47,0.000905003101053143,64,0.815817056333807
172,2,323,292,113,69,35,0.0009248952211956215,64,0.927885741687871
171,3,329,232,198,59,46,0.0009574008204348556,64,0.8597662366906819
174,2,473,242,135,50,41,0.0009888192104710845,64,0.938564413341524
177,2,453,265,114,61,32,0.0009215023218819736,64,0.9381140338585331
183,2,464,216,148,97,42,0.000994229177298257,64,0.9383387205418228
178,4,439,202,132,84,33,0.0009944833640233772,64,0.860247104053741
186,2,310,214,175,58,41,0.0009508078364753744,64,0.9270626994634168
179,5,332,251,190,56,48,0.00093734776531836,64,0.7813632253988174
170,4,453,292,166,74,25,0.0009121656360699493,64,0.835886455627085
180,2,458,239,157,93,29,0.0009155772775965533,64,0.93303665765495
176,5,437,250,138,64,45,0.0009302671444036983,64,0.809375944467843
175,4,464,292,116,88,33,0.0009405162983321197,64,0.8305256739912128
182,5,403,215,176,59,33,0.0009295292427144046,64,0.8129777822435049
188,3,327,271,145,60,28,0.0009776854433421632,64,0.8929149075740881
181,3,423,298,142,73,34,0.0009159767792788182,64,0.8702303686428464
184,5,307,299,155,88,46,0.0009422279225856533,64,0.7586170987511485
190,5,406,248,145,68,49,0.0009816135550597578,64,0.7945337414441981
193,2,422,226,149,90,30,0.000939724458542907,64,0.935697471166594
194,2,363,242,142,92,32,0.00097845237603545,64,0.9333663875758599
185,5,403,277,159,53,28,0.000947076386793807,64,0.8024213093152627
187,4,500,272,183,72,50,0.0009473913943914387,64,0.8427551241088842
189,5,486,244,132,92,45,0.0009995789594191035,64,0.8283352375962761
197,3,338,201,148,76,28,0.0009799009144501566,64,0.8717188053630711
191,3,462,278,166,59,26,0.0009341497180409992,64,0.8837933306448188
199,3,339,267,113,66,25,0.0009464431281362083,64,0.877194699813604
192,3,439,282,180,81,35,0.0009757475120651921,64,0.8984250514518363
200,5,301,269,131,77,30,0.0009662268505834436,64,0.7666532906117136
196,5,412,251,169,57,43,0.0009488277702978037,64,0.801424619503682
195,5,394,263,183,99,46,0.0009723249807482727,64,0.7823040858959681
198,3,417,298,148,92,41,0.000979787097733425,64,0.9011602617883868
