,k,k_uncert,cpu_time,runtime,fluxQ1,fluxQ2,fluxQ3,fluxQ4,fissQ1,fissQ2,fissQ3,fissQ4,fissEQ1,fissEQ2,fissEQ3,fissEQ4,flux_runcertQ1,flux_runcertQ2,flux_runcertQ3,flux_runcertQ4,fiss_runcertQ1,fiss_runcertQ2,fiss_runcertQ3,fiss_runcertQ4,fissE_runcertQ1,fissE_runcertQ2,fissE_runcertQ3,fissE_runcertQ4,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8
sample_00332,0.985831,0.00025,2.57613E+03,1.29394E+02,2.63297e+19,2.69144e+19,2.62223e+19,2.54912e+19,8.48885e+16,8.47969e+16,8.49374e+16,8.49097e+16,2751230.0,2748270.0,2752820.0,2751920.0,0.00142,0.00146,0.00138,0.00136,0.00081,0.0008,0.00078,0.00077,0.00081,0.0008,0.00078,0.00077,4.0612869,1.52344635,3.05562516,4.04861532,5.82995503,3.30797519,1.90475576,2.6622433
sample_00333,0.982865,0.00024,2.56060E+03,1.28756E+02,2.59457e+19,2.58607e+19,2.61416e+19,2.6285e+19,8.4892e+16,8.48584e+16,8.48581e+16,8.49282e+16,2751350.0,2750260.0,2750250.0,2752520.0,0.00131,0.00132,0.00133,0.00131,0.00077,0.0008,0.00077,0.0008,0.00077,0.0008,0.00077,0.0008,3.18415528,5.72155143,4.75289265,0.727745428,4.51067399,1.05227773,3.40214862,4.79209159
sample_00334,0.991291,0.00025,2.58084E+03,1.29548E+02,2.59773e+19,2.54735e+19,2.55949e+19,2.54548e+19,8.49248e+16,8.48563e+16,8.48585e+16,8.47897e+16,2752410.0,2750190.0,2750260.0,2748030.0,0.00146,0.00142,0.0014,0.00142,0.00082,0.00081,0.00078,0.00078,0.00082,0.00081,0.00078,0.00078,1.96960078,0.921505294,1.52816294,0.466061246,1.34081408,4.16141699,3.43148286,4.47840802
sample_00335,0.990356,0.00025,2.58211E+03,1.29993E+02,2.48417e+19,2.54074e+19,2.66618e+19,2.55083e+19,8.49379e+16,8.49422e+16,8.47369e+16,8.48243e+16,2752830.0,2752970.0,2746320.0,2749150.0,0.00154,0.00153,0.0016,0.00155,0.00079,0.00079,0.00078,0.00076,0.00079,0.00079,0.00078,0.00076,2.87570642,2.72215067,6.26095325,4.09872761,3.57319408,3.33575245,5.8274516,2.70878665
sample_00336,0.995143,0.00025,2.58265E+03,1.29721E+02,2.51598e+19,2.63304e+19,2.49488e+19,2.52507e+19,8.48207e+16,8.47801e+16,8.48216e+16,8.49808e+16,2749030.0,2747720.0,2749060.0,2754220.0,0.00142,0.00143,0.00147,0.00148,0.0008,0.00077,0.00079,0.00077,0.0008,0.00077,0.00079,0.00077,4.01737719,6.27454572,2.29811713,3.04196479,1.02341486,5.58059502,4.82076969,4.46180938
sample_00337,0.98653,0.00024,2.57268E+03,1.29297E+02,2.57414e+19,2.54498e+19,2.50931e+19,2.57296e+19,8.47822e+16,8.4865e+16,8.47826e+16,8.49694e+16,2747790.0,2750470.0,2747800.0,2753860.0,0.00136,0.00141,0.00133,0.00133,0.00082,0.00081,0.00081,0.00077,0.00082,0.00081,0.00081,0.00077,0.499842754,4.10861515,0.951960579,1.0487529,0.718810575,2.20967611,1.62068706,6.03099703
sample_00338,0.994497,0.00024,2.58879E+03,1.29876E+02,2.66787e+19,2.48277e+19,2.49939e+19,2.53885e+19,8.48632e+16,8.4856e+16,8.47776e+16,8.49221e+16,2750410.0,2750180.0,2747640.0,2752320.0,0.00183,0.0018,0.0018,0.0018,0.00078,0.00081,0.00083,0.00081,0.00078,0.00081,0.00083,0.00081,0.268854979,0.987212282,3.98383825,5.95059784,1.4269073,4.89442517,2.89546669,5.20254669
sample_00339,0.985234,0.00024,2.57194E+03,1.29126E+02,2.54724e+19,2.65144e+19,2.53233e+19,2.57125e+19,8.49334e+16,8.49167e+16,8.47338e+16,8.49674e+16,2752690.0,2752150.0,2746220.0,2753790.0,0.00161,0.00157,0.00158,0.00159,0.00081,0.0008,0.00076,0.00076,0.00081,0.0008,0.00076,0.00076,3.52161366,2.8424869,1.37089393,3.87274651,1.37536095,1.34212696,3.61539581,4.73516172
sample_00340,0.995089,0.00023,2.58246E+03,1.29662E+02,2.55664e+19,2.52948e+19,2.62234e+19,2.53718e+19,8.4842e+16,8.48374e+16,8.48703e+16,8.47911e+16,2749730.0,2749580.0,2750640.0,2748070.0,0.00146,0.00143,0.00142,0.00141,0.0008,0.00079,0.00078,0.00077,0.0008,0.00079,0.00078,0.00077,4.83739047,1.45470456,3.53937467,0.448506578,3.66017966,3.32007583,3.30225452,4.87805698
sample_00341,0.998892,0.00024,2.59487E+03,1.30055E+02,2.62234e+19,2.56151e+19,2.67258e+19,2.58872e+19,8.48763e+16,8.48553e+16,8.47351e+16,8.4705e+16,2750840.0,2750160.0,2746260.0,2745280.0,0.00133,0.00132,0.00137,0.00133,0.00082,0.00082,0.00079,0.00081,0.00082,0.00082,0.00079,0.00081,0.175047215,6.11117491,3.27378066,6.11568351,3.75111662,4.41504581,4.31986152,4.13046333
sample_00342,0.990662,0.00025,2.57913E+03,1.29553E+02,2.51746e+19,2.54723e+19,2.57132e+19,2.62238e+19,8.48349e+16,8.49387e+16,8.49044e+16,8.48978e+16,2749500.0,2752860.0,2751750.0,2751530.0,0.00138,0.00142,0.00138,0.0014,0.00082,0.00083,0.00078,0.00079,0.00082,0.00083,0.00078,0.00079,5.10795865,4.11689728,0.470657818,1.84820572,1.36290072,5.01470606,4.99488868,4.76534605
sample_00343,0.990497,0.00022,2.58422E+03,1.29856E+02,2.50042e+19,2.48866e+19,2.54212e+19,2.4928e+19,8.48311e+16,8.4869e+16,8.48428e+16,8.49984e+16,2749370.0,2750600.0,2749750.0,2754790.0,0.00127,0.00124,0.00128,0.00129,0.00078,0.00081,0.00078,0.00077,0.00078,0.00081,0.00078,0.00077,6.2558076,5.02283911,2.56759895,5.6897751,2.42820411,3.32474177,1.62348671,0.597368866
sample_00344,1.00195,0.00026,2.59114E+03,1.30077E+02,2.52226e+19,2.59772e+19,2.61271e+19,2.58631e+19,8.47451e+16,8.48952e+16,8.49322e+16,8.47654e+16,2746580.0,2751450.0,2752650.0,2747240.0,0.00111,0.00115,0.00112,0.00109,0.0008,0.00078,0.0008,0.00077,0.0008,0.00078,0.0008,0.00077,0.559878318,4.44442483,3.0941891,2.82616209,2.52540141,3.52121618,5.3515228,1.19868832
sample_00345,0.990338,0.00025,2.57921E+03,1.29575E+02,2.54548e+19,2.51446e+19,2.50524e+19,2.5286e+19,8.48985e+16,8.49485e+16,8.48655e+16,8.49062e+16,2751560.0,2753180.0,2750490.0,2751810.0,0.00135,0.00137,0.0014,0.00134,0.00081,0.00079,0.00077,0.0008,0.00081,0.00079,0.00077,0.0008,1.7342354,6.24331375,1.34216935,5.00404828,6.03858752,3.75313972,5.11771442,3.61463054
sample_00346,0.994275,0.00025,2.58056E+03,1.29694E+02,2.55294e+19,2.57884e+19,2.54948e+19,2.50353e+19,8.48063e+16,8.48363e+16,8.48356e+16,8.48392e+16,2748570.0,2749540.0,2749520.0,2749630.0,0.00129,0.00131,0.00131,0.00127,0.00079,0.00077,0.00082,0.00081,0.00079,0.00077,0.00082,0.00081,1.85623082,1.65645278,3.5225924,3.45028034,4.8967525,4.97775119,1.75370788,0.59356571
sample_00347,0.991102,0.00024,2.57565E+03,1.29470E+02,2.69376e+19,2.54507e+19,2.50332e+19,2.53916e+19,8.48745e+16,8.4758e+16,8.47748e+16,8.4911e+16,2750780.0,2747010.0,2747550.0,2751960.0,0.00136,0.0014,0.0014,0.00138,0.00079,0.00078,0.00078,0.0008,0.00079,0.00078,0.00078,0.0008,6.13513395,1.10283292,0.0144680178,1.33951833,0.838557253,5.61043542,2.3237325,4.49022185
sample_00348,0.99496,0.00024,2.58726E+03,1.30036E+02,2.63383e+19,2.5497e+19,2.54788e+19,2.62553e+19,8.49199e+16,8.48647e+16,8.4885e+16,8.48654e+16,2752250.0,2750460.0,2751120.0,2750490.0,0.0014,0.00138,0.0014,0.00138,0.00081,0.00076,0.00079,0.00081,0.00081,0.00076,0.00079,0.00081,0.307876857,6.09344661,0.458268729,4.30772604,2.54051393,0.0672408307,0.0530241459,0.453933973
sample_00349,0.990527,0.00025,2.57077E+03,1.29279E+02,2.61449e+19,2.60136e+19,2.59497e+19,2.51964e+19,8.47953e+16,8.49793e+16,8.47489e+16,8.48243e+16,2748210.0,2754180.0,2746710.0,2749150.0,0.00152,0.00152,0.00155,0.00154,0.00075,0.00081,0.0008,0.00078,0.00075,0.00081,0.0008,0.00078,1.6373607,1.46582692,5.89406904,3.17938987,4.11719376,5.92695844,3.46283392,2.56880021
sample_00350,0.998646,0.00024,2.58559E+03,1.29990E+02,2.52741e+19,2.59538e+19,2.53882e+19,2.56879e+19,8.48389e+16,8.48927e+16,8.49006e+16,8.4781e+16,2749620.0,2751370.0,2751620.0,2747750.0,0.00133,0.00136,0.00141,0.00134,0.00081,0.00076,0.0008,0.00079,0.00081,0.00076,0.0008,0.00079,3.69871367,0.57459813,2.68773979,2.0649786,5.31025511,4.90615927,4.47760764,5.25437167
sample_00351,0.987584,0.00024,2.57097E+03,1.29289E+02,2.66328e+19,2.60579e+19,2.55541e+19,2.54745e+19,8.47806e+16,8.49812e+16,8.48556e+16,8.47504e+16,2747740.0,2754240.0,2750170.0,2746760.0,0.0014,0.00137,0.00135,0.00139,0.00078,0.00082,0.0008,0.00085,0.00078,0.00082,0.0008,0.00085,5.1656452,0.786282975,1.98350901,6.07781416,5.4433189,5.57174886,1.79601964,1.13328444
sample_00352,0.981804,0.00026,2.56928E+03,1.29053E+02,2.49704e+19,2.51912e+19,2.60836e+19,2.56638e+19,8.47438e+16,8.48687e+16,8.47452e+16,8.49579e+16,2746550.0,2750590.0,2746590.0,2753490.0,0.0014,0.00139,0.00143,0.00142,0.00079,0.00082,0.00078,0.0008,0.00079,0.00082,0.00078,0.0008,3.76841315,2.95774912,3.88146457,5.05932039,1.6924691,3.54437932,0.166173569,1.77818704
sample_00353,0.997692,0.00022,2.59071E+03,1.30239E+02,2.51253e+19,2.56391e+19,2.58691e+19,2.57491e+19,8.49064e+16,8.49159e+16,8.4762e+16,8.4868e+16,2751810.0,2752120.0,2747130.0,2750570.0,0.00149,0.00155,0.00155,0.00147,0.00079,0.00074,0.00085,0.00078,0.00079,0.00074,0.00085,0.00078,3.06513672,1.73146052,3.38037461,3.41893405,2.43012112,5.1516771,0.239398761,5.52610797
sample_00354,0.995311,0.00024,2.58563E+03,1.29893E+02,2.47484e+19,2.56828e+19,2.58035e+19,2.43744e+19,8.49266e+16,8.48361e+16,8.48681e+16,8.48646e+16,2752470.0,2749540.0,2750570.0,2750460.0,0.00133,0.00136,0.00131,0.00129,0.00082,0.0008,0.00083,0.00081,0.00082,0.0008,0.00083,0.00081,3.56313596,1.15909454,3.4610754,2.50615291,4.12060832,4.83532252,1.05707284,2.41947271
sample_00355,0.98601,0.00023,2.57298E+03,1.29323E+02,2.50851e+19,2.58597e+19,2.64395e+19,2.55619e+19,8.48754e+16,8.48249e+16,8.48218e+16,8.47925e+16,2750810.0,2749170.0,2749080.0,2748120.0,0.00171,0.0017,0.00169,0.00172,0.00081,0.00082,0.00079,0.00079,0.00081,0.00082,0.00079,0.00079,2.63058091,4.19389826,5.7662121,2.39890337,2.37773014,3.00912472,4.27497802,2.68934198
sample_00356,0.986733,0.00025,2.57210E+03,1.29632E+02,2.5448e+19,2.54868e+19,2.55087e+19,2.5068e+19,8.48527e+16,8.48083e+16,8.48754e+16,8.48643e+16,2750080.0,2748630.0,2750810.0,2750450.0,0.00134,0.00135,0.00141,0.00139,0.00081,0.00081,0.00079,0.00083,0.00081,0.00081,0.00079,0.00083,4.19809252,1.43004187,5.13776676,1.92996211,3.33387316,0.60321751,3.65034766,3.91412223
sample_00357,0.994233,0.00026,2.58313E+03,1.29873E+02,2.53478e+19,2.54856e+19,2.64834e+19,2.54078e+19,8.47818e+16,8.48831e+16,8.49657e+16,8.47797e+16,2747770.0,2751060.0,2753740.0,2747710.0,0.00155,0.00158,0.00162,0.00153,0.00077,0.00081,0.00073,0.00078,0.00077,0.00081,0.00073,0.00078,0.793811143,3.97226413,0.125137266,3.97525191,3.6699905,3.5595727,2.43548462,4.82012467
sample_00358,0.987829,0.00025,2.57635E+03,1.29484E+02,2.58143e+19,2.62526e+19,2.56942e+19,2.57014e+19,8.48337e+16,8.4722e+16,8.48262e+16,8.49448e+16,2749460.0,2745840.0,2749210.0,2753060.0,0.0015,0.00149,0.00141,0.00144,0.00077,0.00078,0.00078,0.00082,0.00077,0.00078,0.00078,0.00082,1.74485689,4.98708203,3.41378063,1.72014201,1.69697631,5.98265779,2.29035722,0.383081211
sample_00359,0.984902,0.00026,2.56892E+03,1.29255E+02,2.54217e+19,2.53041e+19,2.52872e+19,2.49432e+19,8.48715e+16,8.47903e+16,8.48348e+16,8.49172e+16,2750680.0,2748050.0,2749490.0,2752160.0,0.00196,0.00193,0.0019,0.00192,0.00074,0.0008,0.00082,0.00085,0.00074,0.0008,0.00082,0.00085,1.84413357,2.21799628,4.51970631,1.37700553,2.88260202,0.986875105,0.986641901,2.1972858
sample_00360,0.995474,0.00024,2.59239E+03,1.30090E+02,2.51329e+19,2.55413e+19,2.54907e+19,2.64864e+19,8.47961e+16,8.48874e+16,8.49867e+16,8.49517e+16,2748240.0,2751200.0,2754410.0,2753280.0,0.00127,0.0013,0.00127,0.00132,0.00079,0.00077,0.00078,0.00083,0.00079,0.00077,0.00078,0.00083,2.60868818,5.45547689,0.836878501,2.08795236,0.90375275,3.4756325,4.93889904,0.0705089131
sample_00361,0.987869,0.00024,2.58236E+03,1.29732E+02,2.53991e+19,2.62747e+19,2.65171e+19,2.58484e+19,8.48744e+16,8.46622e+16,8.49429e+16,8.4889e+16,2750780.0,2743900.0,2753000.0,2751250.0,0.00139,0.00139,0.00136,0.00137,0.00079,0.00079,0.00077,0.00082,0.00079,0.00079,0.00077,0.00082,3.19721019,3.49300425,4.04272079,2.01603498,3.54152894,6.07696157,1.81161557,5.12866029
sample_00362,0.984657,0.00024,2.56259E+03,1.28872E+02,2.59833e+19,2.56096e+19,2.6138e+19,2.63958e+19,8.49199e+16,8.48427e+16,8.48001e+16,8.48434e+16,2752250.0,2749750.0,2748370.0,2749770.0,0.00139,0.00141,0.00148,0.00147,0.00083,0.00076,0.00081,0.0008,0.00083,0.00076,0.00081,0.0008,2.29810092,5.27469383,4.46119883,5.39269069,3.93784601,1.50632432,2.72768212,5.75507363
sample_00363,0.980939,0.00024,2.57010E+03,1.29338E+02,2.61186e+19,2.59352e+19,2.61718e+19,2.62821e+19,8.48492e+16,8.48188e+16,8.48858e+16,8.48209e+16,2749960.0,2748980.0,2751150.0,2749040.0,0.00147,0.00148,0.00149,0.0015,0.00078,0.00073,0.00076,0.00079,0.00078,0.00073,0.00076,0.00079,1.68997614,3.66069883,0.695812265,0.328451357,1.62010913,2.61088186,3.50681578,1.39586457
sample_00364,0.986274,0.00024,2.56838E+03,1.29111E+02,2.52162e+19,2.69424e+19,2.53674e+19,2.53344e+19,8.47463e+16,8.49074e+16,8.48654e+16,8.47996e+16,2746630.0,2751850.0,2750490.0,2748350.0,0.0012,0.00128,0.00126,0.00125,0.00077,0.00081,0.00082,0.00078,0.00077,0.00081,0.00082,0.00078,3.43998403,3.92146408,1.59282161,2.64599528,0.909906819,1.91431484,3.81585412,3.93858512
sample_00365,0.990254,0.00024,2.58024E+03,1.29611E+02,2.52449e+19,2.60539e+19,2.70099e+19,2.51172e+19,8.47962e+16,8.48038e+16,8.488e+16,8.46729e+16,2748240.0,2748490.0,2750960.0,2744250.0,0.00169,0.00171,0.00165,0.00166,0.00079,0.00074,0.00079,0.0008,0.00079,0.00074,0.00079,0.0008,4.89801416,5.18817018,1.82174114,0.736629786,2.84474006,4.08917886,2.04736717,2.92705508
sample_00366,0.988601,0.00025,2.56844E+03,1.29114E+02,2.54119e+19,2.56794e+19,2.56502e+19,2.56096e+19,8.47463e+16,8.48296e+16,8.49086e+16,8.4842e+16,2746630.0,2749330.0,2751890.0,2749730.0,0.00112,0.0011,0.00107,0.00113,0.00078,0.00081,0.0008,0.00076,0.00078,0.00081,0.0008,0.00076,4.0536718,1.96012531,4.59835886,2.51163283,5.43013249,2.90093635,1.46245673,6.11745649
sample_00367,0.9969,0.00024,2.57867E+03,1.29444E+02,2.54741e+19,2.61708e+19,2.6361e+19,2.47801e+19,8.47983e+16,8.48558e+16,8.4897e+16,8.4903e+16,2748310.0,2750170.0,2751510.0,2751700.0,0.00191,0.00191,0.002,0.00191,0.00079,0.00079,0.00076,0.00081,0.00079,0.00079,0.00076,0.00081,4.54668195,1.26058538,3.18397842,3.43137924,2.90129625,4.50669192,2.95114918,3.55412358
sample_00368,0.983442,0.00025,2.56251E+03,1.28858E+02,2.64162e+19,2.55332e+19,2.58906e+19,2.56224e+19,8.49562e+16,8.47996e+16,8.48563e+16,8.47173e+16,2753430.0,2748350.0,2750190.0,2745690.0,0.00143,0.0014,0.00139,0.00135,0.00079,0.00077,0.0008,0.0008,0.00079,0.00077,0.0008,0.0008,1.93871591,0.691923115,6.17817926,5.9457203,5.02739541,5.4574895,3.03412376,1.80091032
sample_00369,0.993424,0.00024,2.58874E+03,1.29958E+02,2.56859e+19,2.51841e+19,2.59864e+19,2.57831e+19,8.49272e+16,8.47897e+16,8.48271e+16,8.48992e+16,2752490.0,2748030.0,2749240.0,2751580.0,0.00145,0.00138,0.00137,0.00146,0.00076,0.00081,0.00078,0.00084,0.00076,0.00081,0.00078,0.00084,5.53786812,6.12699816,0.185268564,4.85455,4.35447296,5.09753444,5.76456755,4.01983965
sample_00370,0.985837,0.00024,2.57761E+03,1.30079E+02,2.54974e+19,2.57615e+19,2.55334e+19,2.58027e+19,8.47926e+16,8.49414e+16,8.48577e+16,8.48032e+16,2748130.0,2752950.0,2750240.0,2748470.0,0.00131,0.00127,0.0013,0.0013,0.00077,0.00077,0.0008,0.00081,0.00077,0.00077,0.0008,0.00081,5.44406443,4.23646834,6.04205866,2.62756833,1.46899021,5.67953282,3.44654407,5.01301601
sample_00371,0.988664,0.00025,2.57025E+03,1.29210E+02,2.55347e+19,2.49999e+19,2.51048e+19,2.65202e+19,8.49309e+16,8.48087e+16,8.47949e+16,8.48833e+16,2752610.0,2748650.0,2748200.0,2751070.0,0.00129,0.00122,0.00132,0.00141,0.00078,0.00077,0.00081,0.00079,0.00078,0.00077,0.00081,0.00079,4.65472045,2.23792205,4.5960679,1.01057854,5.95773066,1.83702395,5.58900732,5.23668818
sample_00372,0.993582,0.00025,2.58147E+03,1.29808E+02,2.54636e+19,2.63639e+19,2.60073e+19,2.49908e+19,8.48431e+16,8.49252e+16,8.47419e+16,8.47975e+16,2749760.0,2752420.0,2746480.0,2748290.0,0.0014,0.00139,0.00141,0.0014,0.00076,0.00077,0.00081,0.0008,0.00076,0.00077,0.00081,0.0008,3.68526073,1.23174349,3.25571775,2.5948105,2.60412112,2.97796743,3.47677008,3.45683651
sample_00373,0.994551,0.00025,2.59628E+03,1.30253E+02,2.60199e+19,2.54204e+19,2.58884e+19,2.56759e+19,8.48847e+16,8.4779e+16,8.48078e+16,8.48513e+16,2751110.0,2747680.0,2748620.0,2750030.0,0.00128,0.00128,0.00129,0.00129,0.00079,0.00083,0.00084,0.00082,0.00079,0.00083,0.00084,0.00082,1.3863953,0.0573561536,1.30597698,5.45910152,2.6198149,3.11400376,1.60459106,0.0308071397
sample_00374,0.987126,0.00024,2.57276E+03,1.29331E+02,2.61209e+19,2.55696e+19,2.59346e+19,2.59802e+19,8.49493e+16,8.47686e+16,8.48856e+16,8.49134e+16,2753210.0,2747350.0,2751140.0,2752040.0,0.00184,0.00176,0.00178,0.00181,0.00078,0.0008,0.00075,0.00081,0.00078,0.0008,0.00075,0.00081,5.71821332,2.44929864,0.334163384,0.641019111,5.03822541,5.48860422,5.05635435,2.59016786
sample_00375,0.99161,0.00024,2.57996E+03,1.29681E+02,2.55485e+19,2.64259e+19,2.56068e+19,2.53693e+19,8.48414e+16,8.48392e+16,8.49069e+16,8.46666e+16,2749710.0,2749630.0,2751830.0,2744040.0,0.00123,0.00129,0.00128,0.00123,0.00079,0.00075,0.0008,0.00076,0.00079,0.00075,0.0008,0.00076,3.73349746,1.54620139,1.67567875,1.98238493,0.738577361,3.65091464,4.77784337,3.49757591
sample_00376,0.984903,0.00024,2.57320E+03,1.29175E+02,2.56894e+19,2.54337e+19,2.62292e+19,2.66481e+19,8.4829e+16,8.48929e+16,8.48575e+16,8.48867e+16,2749310.0,2751380.0,2750230.0,2751170.0,0.0013,0.00123,0.00126,0.00133,0.00081,0.00078,0.00077,0.00075,0.00081,0.00078,0.00077,0.00075,2.95561623,2.54776755,6.18479701,0.0123259014,5.40981422,5.03978947,4.3845272,4.67075291
sample_00377,0.982542,0.00026,2.56699E+03,1.29175E+02,2.52532e+19,2.56752e+19,2.58146e+19,2.57057e+19,8.49005e+16,8.4692e+16,8.48474e+16,8.48329e+16,2751620.0,2744870.0,2749900.0,2749430.0,0.00155,0.00155,0.00163,0.0016,0.00075,0.00081,0.00082,0.0008,0.00075,0.00081,0.00082,0.0008,3.75768615,5.17479869,5.83464053,3.60952514,6.02499305,3.23399569,0.875499921,4.38582171
sample_00378,0.995931,0.00024,2.58997E+03,1.29823E+02,2.53364e+19,2.61201e+19,2.56598e+19,2.53509e+19,8.48779e+16,8.49345e+16,8.46972e+16,8.49138e+16,2750890.0,2752720.0,2745030.0,2752050.0,0.00123,0.00117,0.00114,0.00124,0.00082,0.00078,0.00075,0.00076,0.00082,0.00078,0.00075,0.00076,5.39309383,2.91174547,2.90327453,3.47249019,4.1107263,5.86019609,0.113055824,4.27424386
sample_00379,0.991811,0.00024,2.58242E+03,1.29421E+02,2.5286e+19,2.62102e+19,2.55717e+19,2.49951e+19,8.47994e+16,8.47657e+16,8.48903e+16,8.48858e+16,2748340.0,2747250.0,2751290.0,2751150.0,0.00138,0.00138,0.00141,0.00138,0.0008,0.0008,0.00077,0.00081,0.0008,0.0008,0.00077,0.00081,0.880550023,3.84110209,0.96376386,3.27408925,3.73977494,1.75656903,0.412961547,2.45006197
sample_00380,0.986653,0.00024,2.57244E+03,1.29243E+02,2.56377e+19,2.59488e+19,2.53975e+19,2.61705e+19,8.49445e+16,8.48194e+16,8.47386e+16,8.48239e+16,2753050.0,2748990.0,2746370.0,2749140.0,0.00135,0.00132,0.00132,0.0014,0.00077,0.00077,0.00082,0.00076,0.00077,0.00077,0.00082,0.00076,5.38992831,4.49220187,0.134092213,2.38132319,0.165668438,1.76878305,6.23988772,4.59169999
sample_00381,1.001,0.00023,2.59318E+03,1.30298E+02,2.52859e+19,2.61933e+19,2.54684e+19,2.49503e+19,8.4751e+16,8.49436e+16,8.48291e+16,8.48138e+16,2746770.0,2753020.0,2749300.0,2748810.0,0.00125,0.00128,0.0013,0.00128,0.00079,0.00083,0.00083,0.00077,0.00079,0.00083,0.00083,0.00077,1.73340327,6.25004121,2.04119337,2.97091607,2.54123935,5.12287946,3.49633101,0.772147005
sample_00382,0.988906,0.00025,2.57868E+03,1.29495E+02,2.55518e+19,2.51763e+19,2.6097e+19,2.6106e+19,8.48148e+16,8.4753e+16,8.49526e+16,8.48922e+16,2748850.0,2746840.0,2753310.0,2751350.0,0.00138,0.00135,0.00136,0.00134,0.0008,0.00084,0.00083,0.00084,0.0008,0.00084,0.00083,0.00084,2.65450248,1.28052015,0.201520229,5.6205733,4.1811276,2.6790726,5.40456972,1.65155867
sample_00383,0.990765,0.00025,2.58202E+03,1.29595E+02,2.53187e+19,2.57571e+19,2.53342e+19,2.58277e+19,8.48684e+16,8.4781e+16,8.48986e+16,8.48176e+16,2750580.0,2747750.0,2751560.0,2748930.0,0.00154,0.00151,0.00151,0.00157,0.00083,0.00077,0.00078,0.0008,0.00083,0.00077,0.00078,0.0008,1.80382542,4.33695932,2.13320333,1.19576243,6.06693272,3.0224874,3.69245858,5.38146744
sample_00384,0.988622,0.00026,2.58289E+03,1.29770E+02,2.54347e+19,2.60886e+19,2.52565e+19,2.62019e+19,8.48347e+16,8.48708e+16,8.47831e+16,8.48824e+16,2749490.0,2750660.0,2747820.0,2751040.0,0.00116,0.00117,0.00119,0.0012,0.00072,0.00077,0.00085,0.00077,0.00072,0.00077,0.00085,0.00077,2.71366751,3.21950286,3.52179269,2.45682844,1.0619396,1.26355574,6.274975,5.00017869
sample_00385,0.989972,0.00023,2.57923E+03,1.29566E+02,2.5727e+19,2.5607e+19,2.6013e+19,2.63046e+19,8.47943e+16,8.47908e+16,8.49035e+16,8.4891e+16,2748180.0,2748070.0,2751720.0,2751310.0,0.00147,0.00147,0.00153,0.00154,0.00085,0.00079,0.00079,0.00083,0.00085,0.00079,0.00079,0.00083,2.24679358,2.30266306,4.96631845,1.91596895,1.0946813,3.54327672,6.03039967,4.44770775
sample_00386,0.982469,0.00026,2.56418E+03,1.28794E+02,2.52751e+19,2.63795e+19,2.53674e+19,2.53747e+19,8.48152e+16,8.48292e+16,8.48133e+16,8.47519e+16,2748860.0,2749310.0,2748800.0,2746810.0,0.00142,0.00139,0.00141,0.00148,0.00082,0.0008,0.00076,0.0008,0.00082,0.0008,0.00076,0.0008,3.45988083,3.03797383,1.49865585,4.0848106,1.19996644,2.06030958,0.553036108,3.49574334
sample_00387,1.00427,0.00022,2.59359E+03,1.29998E+02,2.58851e+19,2.62015e+19,2.62945e+19,2.61403e+19,8.48727e+16,8.48479e+16,8.47742e+16,8.49003e+16,2750720.0,2749920.0,2747530.0,2751610.0,0.00157,0.00158,0.00146,0.00146,0.00084,0.00076,0.00078,0.00078,0.00084,0.00075,0.00078,0.00078,4.86246577,1.28553559,2.31284972,3.89058645,2.59412294,4.07117575,6.27181423,5.95753801
sample_00388,0.986654,0.00025,2.57704E+03,1.29390E+02,2.53884e+19,2.65101e+19,2.52728e+19,2.54447e+19,8.47976e+16,8.48512e+16,8.47571e+16,8.4897e+16,2748290.0,2750030.0,2746980.0,2751510.0,0.00152,0.00148,0.00147,0.00153,0.00078,0.00079,0.00083,0.0008,0.00078,0.00079,0.00083,0.0008,3.25625499,2.6648537,3.22210594,3.20885274,5.7064117,1.39681542,3.0985413,0.520162556
sample_00389,1.0024,0.00023,2.58700E+03,1.29849E+02,2.52938e+19,2.54376e+19,2.53875e+19,2.53319e+19,8.47838e+16,8.48632e+16,8.48382e+16,8.47936e+16,2747840.0,2750410.0,2749600.0,2748150.0,0.00151,0.00154,0.00145,0.00151,0.00079,0.00077,0.00081,0.00078,0.00079,0.00077,0.00081,0.00078,5.6728909,1.95517576,3.27420731,2.93686411,2.82317075,3.08523661,5.33751431,1.13933513
sample_00390,0.998072,0.00024,2.58838E+03,1.29912E+02,2.56437e+19,2.66752e+19,2.53652e+19,2.54299e+19,8.47928e+16,8.49138e+16,8.47841e+16,8.48041e+16,2748130.0,2752050.0,2747850.0,2748500.0,0.00171,0.00168,0.00172,0.00171,0.0008,0.00077,0.00073,0.00079,0.0008,0.00077,0.00073,0.00079,1.28663684,5.62240535,1.8383835,2.83923104,4.69366015,1.80542084,4.41792247,1.40247966
sample_00391,0.984234,0.00026,2.56842E+03,1.29192E+02,2.5403e+19,2.5068e+19,2.55413e+19,2.57602e+19,8.47406e+16,8.49496e+16,8.49547e+16,8.48859e+16,2746440.0,2753210.0,2753380.0,2751150.0,0.00133,0.0014,0.00138,0.00132,0.00085,0.00075,0.00078,0.00077,0.00085,0.00075,0.00078,0.00077,2.19985794,5.32950763,0.0954170473,0.0532054234,4.28969057,0.392206157,1.54062425,6.13332474
